State/Region,State Code,Tax Name,Tax Code,Taxes Collected,Population,Region,,
Indiana,15,Other|Selective|Sales|and|Gross|Receipts|Taxes,T19,1091192,,Eastern Midwest Region,,
Indiana,15,License|Taxes,TA3,681542,,Eastern Midwest Region,,
Indiana,15,Alcoholic|Beverages|License,T20,12582,,Eastern Midwest Region,,
Indiana,15,Amusements|License,T21,5782,,Eastern Midwest Region,,
Indiana,15,Corporations|in|General|License,T22,9488,,Eastern Midwest Region,,
Indiana,15,Hunting|and|Fishing|License,T23,18902,,Eastern Midwest Region,,
Indiana,15,Motor|Vehicle|License,T24,284202,,Eastern Midwest Region,,
Indiana,15,Motor|Vehicle|Operators|License,T25,229689,,Eastern Midwest Region,,
Indiana,15,Public|Utilities|License,T27,X,,Eastern Midwest Region,,
Indiana,15,"Occupation|and|Business|License,|NEC",T28,36207,,Eastern Midwest Region,,
Indiana,15,Other|License|Taxes,T29,84690,,Eastern Midwest Region,,
Indiana,15,Income|Taxes,TA4,6460790,,Eastern Midwest Region,,
Indiana,15,Individual|Income|Taxes,T40,5435292,,Eastern Midwest Region,,
Indiana,15,Corporations|Net|Income|Taxes,T41,1025498,,Eastern Midwest Region,,
Indiana,15,Other|Taxes,TA5,2582,,Eastern Midwest Region,,
Indiana,15,Death|and|Gift|Taxes,T50,1571,,Eastern Midwest Region,,
Indiana,15,Documentarty|and|Stock|Transfer|Taxes,T51,X,,Eastern Midwest Region,,
Indiana,15,Severance|Taxes,T53,1011,,Eastern Midwest Region,,
Indiana,15,"Taxes,|NEC",T99,0,,Eastern Midwest Region,,
Indiana,15,,,,Pop 6660082,Eastern Midwest Region,,
,,,,,,,,
Michigan,23,Total Taxes,T00,28651577,,Eastern Midwest Region,,
Michigan,23,Property Taxes,T01,2124075,,Eastern Midwest Region,,
Michigan,23,Sales and Gross Receipts Taxes,TA1,13703621,,Eastern Midwest Region,,
Michigan,23,General Sales and Gross Receipts Taxes,T09,9223737,,Eastern Midwest Region,,
Michigan,23,Selective Sales and Gross Receipts Taxes,TA2,4479884,,Eastern Midwest Region,,
Michigan,23,Alcoholic Beverages Sales Tax,T10,159378,,Eastern Midwest Region,,
Michigan,23,Amusements Sales Tax,T11,113048,,Eastern Midwest Region,,
Michigan,23,Insurance Premiums Sales Tax,T12,337254,,Eastern Midwest Region,,
Michigan,23,Motor Fuels Sales Tax,T13,1210628,,Eastern Midwest Region,,
Michigan,23,Pari-mutuels Sales Tax,T14,3487,,Eastern Midwest Region,,
Michigan,23,Public Utilities Sales Tax,T15,35261,,Eastern Midwest Region,,
Michigan,23,Tobacco Products Sales Tax,T16,1038594,,Eastern Midwest Region,,
Michigan,23,Other Selective Sales and Gross Receipts Taxes,T19,1582234,,Eastern Midwest Region,,
Michigan,23,License Taxes,TA3,1787867,,Eastern Midwest Region,,
Michigan,23,Alcoholic Beverages License,T20,19204,,Eastern Midwest Region,,
Michigan,23,Amusements License,T21,X,,Eastern Midwest Region,,
Michigan,23,Corporations in General License,T22,24509,,Eastern Midwest Region,,
Michigan,23,Hunting and Fishing License,T23,53756,,Eastern Midwest Region,,
Michigan,23,Motor Vehicle License,T24,1191927,,Eastern Midwest Region,,
Michigan,23,Motor Vehicle Operators License,T25,58838,,Eastern Midwest Region,,
Michigan,23,Public Utilities License,T27,33180,,Eastern Midwest Region,,
Michigan,23,"Occupation and Business License, NEC",T28,167908,,Eastern Midwest Region,,
Michigan,23,Other License Taxes,T29,228545,,Eastern Midwest Region,,
Michigan,23,Income Taxes,TA4,10680724,,Eastern Midwest Region,,
Michigan,23,Individual Income Taxes,T40,9485325,,Eastern Midwest Region,,
Michigan,23,Corporations Net Income Taxes,T41,1195399,,Eastern Midwest Region,,
Michigan,23,Other Taxes,TA5,355290,,Eastern Midwest Region,,
Michigan,23,Death and Gift Taxes,T50,26,,Eastern Midwest Region,,
Michigan,23,Documentarty and Stock Transfer Taxes,T51,326329,,Eastern Midwest Region,,
Michigan,23,Severance Taxes,T53,28935,,Eastern Midwest Region,,
Michigan,23,"Taxes, NEC",T99,0,,Eastern Midwest Region,,
Michigan,23,,,,Pop 9976447,Eastern Midwest Region,,
,,,,,,,,
Ohio,36,Total;Taxes,T00,29476074,,Eastern Midwest Region,,
Ohio,36,Property;Taxes,T01,X,,Eastern Midwest Region,,
Ohio,36,Sales;and;Gross;Receipts;Taxes,TA1,18743014,,Eastern Midwest Region,,
Ohio,36,General;Sales;and;Gross;Receipts;Taxes,T09,12512755,,Eastern Midwest Region,,
Ohio,36,Selective;Sales;and;Gross;Receipts;Taxes,TA2,6230259,,Eastern Midwest Region,,
Ohio,36,Alcoholic;Beverages;Sales;Tax,T10,107060,,Eastern Midwest Region,,
Ohio,36,Amusements;Sales;Tax,T11,161950,,Eastern Midwest Region,,
Ohio,36,Insurance;Premiums;Sales;Tax,T12,629684,,Eastern Midwest Region,,
Ohio,36,Motor;Fuels;Sales;Tax,T13,1984392,,Eastern Midwest Region,,
Ohio,36,Pari-mutuels;Sales;Tax,T14,5525,,Eastern Midwest Region,,
Ohio,36,Public;Utilities;Sales;Tax,T15,1147894,,Eastern Midwest Region,,
Ohio,36,Tobacco;Products;Sales;Tax,T16,1109777,,Eastern Midwest Region,,
Ohio,36,Other;Selective;Sales;and;Gross;Receipts;Taxes,T19,983977,,Eastern Midwest Region,,
Ohio,36,License;Taxes,TA3,2300778,,Eastern Midwest Region,,
Ohio,36,Alcoholic;Beverages;License,T20,42978,,Eastern Midwest Region,,
Ohio,36,Amusements;License,T21,36094,,Eastern Midwest Region,,
Ohio,36,Corporations;in;General;License,T22,263294,,Eastern Midwest Region,,
Ohio,36,Hunting;and;Fishing;License,T23,30186,,Eastern Midwest Region,,
Ohio,36,Motor;Vehicle;License,T24,640327,,Eastern Midwest Region,,
Ohio,36,Motor Vehicle Operators License,T25,87659,,Eastern Midwest Region,,
Ohio,36,Public Utilities License,T27,38590,,Eastern Midwest Region,,
Ohio,36,"Occupation and Business License, NEC",T28,901294,,Eastern Midwest Region,,
Ohio,36,Other License Taxes,T29,52356,,Eastern Midwest Region,,
Ohio,36,Income Taxes,TA4,8386283,,Eastern Midwest Region,,
Ohio,36,Individual Income Taxes,T40,8377450,,Eastern Midwest Region,,
Ohio,36,Corporations Net Income Taxes,T41,8833,,Eastern Midwest Region,,
Ohio,36,Other Taxes,TA5,45999,,Eastern Midwest Region,,
Ohio,36,Death and Gift Taxes,T50,743,,Eastern Midwest Region,,
Ohio,36,Documentarty and Stock Transfer Taxes,T51,X,,Eastern Midwest Region,,
Ohio,36,Severance Taxes,T53,45256,,Eastern Midwest Region,,
Ohio,36,"Taxes, NEC",T99,0,,Eastern Midwest Region,,
Ohio,36,,,,Pop 11664129,Eastern Midwest Region,,
,,,,,,,,
Wisconsin,50,Total Taxes,T00,18133496,,Eastern Midwest Region,,
Wisconsin,50,Property Taxes,T01,132022,,Eastern Midwest Region,,
Wisconsin,50,Sales and Gross Receipts Taxes,TA1,7972959,,Eastern Midwest Region,,
Wisconsin,50,General Sales and Gross Receipts Taxes,T09,5223935,,Eastern Midwest Region,,
Wisconsin,50,Selective Sales and Gross Receipts Taxes,TA2,2749024,,Eastern Midwest Region,,
Wisconsin,50,Alcoholic Beverages Sales Tax,T10,61203,,Eastern Midwest Region,,
Wisconsin,50,Amusements Sales Tax,T11,227,,Eastern Midwest Region,,
Wisconsin,50,Insurance Premiums Sales Tax,T12,202387,,Eastern Midwest Region,,
Wisconsin,50,Motor Fuels Sales Tax,T13,1044996,,Eastern Midwest Region,,
Wisconsin,50,Pari-mutuels Sales Tax,T14,131,,Eastern Midwest Region,,
Wisconsin,50,Public Utilities Sales Tax,T15,357757,,Eastern Midwest Region,,
Wisconsin,50,Tobacco Products Sales Tax,T16,644478,,Eastern Midwest Region,,
Wisconsin,50,Other Selective Sales and Gross Receipts Taxes,T19,437845,,Eastern Midwest Region,,
Wisconsin,50,License Taxes,TA3,1179054,,Eastern Midwest Region,,
Wisconsin,50,Alcoholic Beverages License,T20,1902,,Eastern Midwest Region,,
Wisconsin,50,Amusements License,T21,467,,Eastern Midwest Region,,
Wisconsin,50,Corporations in General License,T22,22546,,Eastern Midwest Region,,
Wisconsin,50,Hunting and Fishing License,T23,47571,,Eastern Midwest Region,,
Wisconsin,50,Motor Vehicle License,T24,296295,,Eastern Midwest Region,,
Wisconsin,50,Motor Vehicle Operators License,T25,40053,,Eastern Midwest Region,,
Wisconsin,50,Public Utilities License,T27,83830,,Eastern Midwest Region,,
Wisconsin,50,"Occupation and Business License, NEC",T28,465569,,Eastern Midwest Region,,
Wisconsin,50,Other License Taxes,T29,821,,Eastern Midwest Region,,
Wisconsin,50,Income Taxes,TA4,8752242,,Eastern Midwest Region,,
Wisconsin,50,Individual Income Taxes,T40,7792543,,Eastern Midwest Region,,
Wisconsin,50,Corporations Net Income Taxes,T41,959699,,Eastern Midwest Region,,
Wisconsin,50,Other Taxes,TA5,97219,,Eastern Midwest Region,,
Wisconsin,50,Death and Gift Taxes,T50,1733,,Eastern Midwest Region,,
Wisconsin,50,Documentarty and Stock Transfer Taxes,T51,70786,,Eastern Midwest Region,,
Wisconsin,50,Severance Taxes,T53,10151,,Eastern Midwest Region,,
Wisconsin,50,"Taxes, NEC",T99,14549,,Eastern Midwest Region,,
Wisconsin,50,,,,Pop 5792051,Eastern Midwest Region,,
,,,,,,,,
Western Midwest Region,,,,,,,,
,,,,,,,,
Iowa,16,Total Taxes,T00,9755430,,Western Midwest Region,,
Iowa,16,Property Taxes,T01,1840,,Western Midwest Region,,
Iowa,16,Sales and Gross Receipts Taxes,TA1,4613085,,Western Midwest Region,,
Iowa,16,General Sales and Gross Receipts Taxes,T09,3205997,,Western Midwest Region,,
Iowa,16,Selective Sales and Gross Receipts Taxes,TA2,1407088,,Western Midwest Region,,
Iowa,16,Alcoholic Beverages Sales Tax,T10,22535,,Western Midwest Region,,
Iowa,16,Amusements Sales Tax,T11,200172,,Western Midwest Region,,
Iowa,16,Insurance Premiums Sales Tax,T12,113469,,Western Midwest Region,,
Iowa,16,Motor Fuels Sales Tax,T13,674603,,Western Midwest Region,,
Iowa,16,Pari-mutuels Sales Tax,T14,3484,,Western Midwest Region,,
Iowa,16,Public Utilities Sales Tax,T15,31386,,Western Midwest Region,,
Iowa,16,Tobacco Products Sales Tax,T16,220938,,Western Midwest Region,,
Iowa,16,Other Selective Sales and Gross Receipts Taxes,T19,40501,,Western Midwest Region,,
Iowa,16,License Taxes,TA3,947549,,Western Midwest Region,,
Iowa,16,Alcoholic Beverages License,T20,15442,,Western Midwest Region,,
Iowa,16,Amusements License,T21,21770,,Western Midwest Region,,
Iowa,16,Corporations in General License,T22,45765,,Western Midwest Region,,
Iowa,16,Hunting and Fishing License,T23,28832,,Western Midwest Region,,
Iowa,16,Motor Vehicle License,T24,537933,,Western Midwest Region,,
Iowa,16,Motor Vehicle Operators License,T25,14444,,Western Midwest Region,,
Iowa,16,Public Utilities License,T27,12292,,Western Midwest Region,,
Iowa,16,"Occupation and Business License, NEC",T28,158098,,Western Midwest Region,,
Iowa,16,Other License Taxes,T29,2973,,Western Midwest Region,,
Iowa,16,Income Taxes,TA4,4087482,,Western Midwest Region,,
Iowa,16,Individual Income Taxes,T40,3655462,,Western Midwest Region,,
Iowa,16,Corporations Net Income Taxes,T41,432020,,Western Midwest Region,,
Iowa,16,Other Taxes,TA5,105474,,Western Midwest Region,,
Iowa,16,Death and Gift Taxes,T50,84649,,Western Midwest Region,,
Iowa,16,Documentarty and Stock Transfer Taxes,T51,20825,,Western Midwest Region,,
Iowa,16,Severance Taxes,T53,X,,Western Midwest Region,,
Iowa,16,"Taxes, NEC",T99,0,,Western Midwest Region,,
Iowa,16,,,,Pop 3143637,Western Midwest Region,,
,,,,,,,,
Kansas,17,Total Taxes,T00,8174015,,Western Midwest Region,,
Kansas,17,Property Taxes,T01,683827,,Western Midwest Region,,
Kansas,17,Sales and Gross Receipts Taxes,TA1,4301759,,Western Midwest Region,,
Kansas,17,General Sales and Gross Receipts Taxes,T09,3209506,,Western Midwest Region,,
Kansas,17,Selective Sales and Gross Receipts Taxes,TA2,1092253,,Western Midwest Region,,
Kansas,17,Alcoholic Beverages Sales Tax,T10,137801,,Western Midwest Region,,
Kansas,17,Amusements Sales Tax,T11,313,,Western Midwest Region,,
Kansas,17,Insurance Premiums Sales Tax,T12,310420,,Western Midwest Region,,
Kansas,17,Motor Fuels Sales Tax,T13,458008,,Western Midwest Region,,
Kansas,17,Pari-mutuels Sales Tax,T14,X,,Western Midwest Region,,
Kansas,17,Public Utilities Sales Tax,T15,378,,Western Midwest Region,,
Kansas,17,Tobacco Products Sales Tax,T16,138698,,Western Midwest Region,,
Kansas,17,Other Selective Sales and Gross Receipts Taxes,T19,46635,,Western Midwest Region,,
Kansas,17,License Taxes,TA3,421080,,Western Midwest Region,,
Kansas,17,Alcoholic Beverages License,T20,2668,,Western Midwest Region,,
Kansas,17,Amusements License,T21,7950,,Western Midwest Region,,
Kansas,17,Corporations in General License,T22,19732,,Western Midwest Region,,
Kansas,17,Hunting and Fishing License,T23,30961,,Western Midwest Region,,
Kansas,17,Motor Vehicle License,T24,124198,,Western Midwest Region,,
Kansas,17,Motor Vehicle Operators License,T25,32757,,Western Midwest Region,,
Kansas,17,Public Utilities License,T27,4972,,Western Midwest Region,,
Kansas,17,"Occupation and Business License, NEC",T28,95358,,Western Midwest Region,,
Kansas,17,Other License Taxes,T29,2484,,Western Midwest Region,,
Kansas,17,Income Taxes,TA4,2714618,,Western Midwest Region,,
Kansas,17,Individual Income Taxes,T40,2327652,,Western Midwest Region,,
Kansas,17,Corporations Net Income Taxes,T41,386966,,Western Midwest Region,,
Kansas,17,Other Taxes,TA5,52731,,Western Midwest Region,,
Kansas,17,Death and Gift Taxes,T50,0,,Western Midwest Region,,
Kansas,17,Documentarty and Stock Transfer Taxes,T51,X,,Western Midwest Region,,
Kansas,17,Severance Taxes,T53,52731,,Western Midwest Region,,
Kansas,17,"Taxes, NEC",T99,0,,Western Midwest Region,,
Kansas,17,,,,Pop 2910689,Western Midwest Region,,
,,,,,,,,
Minnesota,24,Total Taxes,T00,25594522,,Western Midwest Region,,
Minnesota,24,Property Taxes,T01,854945,,Western Midwest Region,,
Minnesota,24,Sales and Gross Receipts Taxes,TA1,10607635,,Western Midwest Region,,
Minnesota,24,General Sales and Gross Receipts Taxes,T09,5888795,,Western Midwest Region,,
Minnesota,24,Selective Sales and Gross Receipts Taxes,TA2,4718840,,Western Midwest Region,,
Minnesota,24,Alcoholic Beverages Sales Tax,T10,88222,,Western Midwest Region,,
Minnesota,24,Amusements Sales Tax,T11,53870,,Western Midwest Region,,
Minnesota,24,Insurance Premiums Sales Tax,T12,486403,,Western Midwest Region,,
Minnesota,24,Motor Fuels Sales Tax,T13,912644,,Western Midwest Region,,
Minnesota,24,Pari-mutuels Sales Tax,T14,863,,Western Midwest Region,,
Minnesota,24,Public Utilities Sales Tax,T15,54,,Western Midwest Region,,
Minnesota,24,Tobacco Products Sales Tax,T16,681018,,Western Midwest Region,,
Minnesota,24,Other Selective Sales and Gross Receipts Taxes,T19,2485766,,Western Midwest Region,,
Minnesota,24,License Taxes,TA3,1477319,,Western Midwest Region,,
Minnesota,24,Alcoholic Beverages License,T20,2611,,Western Midwest Region,,
Minnesota,24,Amusements License,T21,1195,,Western Midwest Region,,
Minnesota,24,Corporations in General License,T22,8551,,Western Midwest Region,,
Minnesota,24,Hunting and Fishing License,T23,53665,,Western Midwest Region,,
Minnesota,24,Motor Vehicle License,T24,690116,,Western Midwest Region,,
Minnesota,24,Motor Vehicle Operators License,T25,46489,,Western Midwest Region,,
Minnesota,24,Public Utilities License,T27,681,,Western Midwest Region,,
Minnesota,24,"Occupation and Business License, NEC",T28,500603,,Western Midwest Region,,
Minnesota,24,Other License Taxes,T29,63408,,Western Midwest Region,,
Minnesota,24,Income Taxes,TA4,12183233,,Western Midwest Region,,
Minnesota,24,Individual Income Taxes,T40,10956205,,Western Midwest Region,,
Minnesota,24,Corporations Net Income Taxes,T41,1227028,,Western Midwest Region,,
Minnesota,24,Other Taxes,TA5,471390,,Western Midwest Region,,
Minnesota,24,Death and Gift Taxes,T50,129657,,Western Midwest Region,,
Minnesota,24,Documentarty and Stock Transfer Taxes,T51,245089,,Western Midwest Region,,
Minnesota,24,Severance Taxes,T53,46593,,Western Midwest Region,,
Minnesota,24,"Taxes, NEC",T99,50051,,Western Midwest Region,,
Minnesota,24,,,,Pop 5568155,Western Midwest Region,,
,,,,,,,,
Missouri,26,Total Taxes,T00,12495867,,Western Midwest Region,,
Missouri,26,Property Taxes,T01,31643,,Western Midwest Region,,
Missouri,26,Sales and Gross Receipts Taxes,TA1,5403936,,Western Midwest Region,,
Missouri,26,General Sales and Gross Receipts Taxes,T09,3604570,,Western Midwest Region,,
Missouri,26,Selective Sales and Gross Receipts Taxes,TA2,1799366,,Western Midwest Region,,
Missouri,26,Alcoholic Beverages Sales Tax,T10,37863,,Western Midwest Region,,
Missouri,26,Amusements Sales Tax,T11,266839,,Western Midwest Region,,
Missouri,26,Insurance Premiums Sales Tax,T12,432560,,Western Midwest Region,,
Missouri,26,Motor Fuels Sales Tax,T13,720849,,Western Midwest Region,,
Missouri,26,Pari-mutuels Sales Tax,T14,X,,Western Midwest Region,,
Missouri,26,Public Utilities Sales Tax,T15,X,,Western Midwest Region,,
Missouri,26,Tobacco Products Sales Tax,T16,100391,,Western Midwest Region,,
Missouri,26,Other Selective Sales and Gross Receipts Taxes,T19,140864,,Western Midwest Region,,
Missouri,26,License Taxes,TA3,591109,,Western Midwest Region,,
Missouri,26,Alcoholic Beverages License,T20,5304,,Western Midwest Region,,
Missouri,26,Amusements License,T21,2540,,Western Midwest Region,,
Missouri,26,Corporations in General License,T22,2678,,Western Midwest Region,,
Missouri,26,Hunting and Fishing License,T23,23083,,Western Midwest Region,,
Missouri,26,Motor Vehicle License,T24,188210,,Western Midwest Region,,
Missouri,26,Motor Vehicle Operators License,T25,15888,,Western Midwest Region,,
Missouri,26,Public Utilities License,T27,19937,,Western Midwest Region,,
Missouri,26,"Occupation and Business License, NEC",T28,147569,,Western Midwest Region,,
Missouri,26,Other License Taxes,T29,75900,,Western Midwest Region,,
Missouri,26,Income Taxes,TA4,6456911,,Western Midwest Region,,
Missouri,26,Individual Income Taxes,T40,6149468,,Western Midwest Region,,
Missouri,26,Corporations Net Income Taxes,T41,307443,,Western Midwest Region,,
Missouri,26,Other Taxes,TA5,12268,,Western Midwest Region,,
Missouri,26,Death and Gift Taxes,T50,0,,Western Midwest Region,,
Missouri,26,Documentarty and Stock Transfer Taxes,T51,12191,,Western Midwest Region,,
Missouri,26,Severance Taxes,T53,18,,Western Midwest Region,,
Missouri,26,"Taxes, NEC",T99,59,,Western Midwest Region,,
Missouri,26,,,,Pop 6108612,Western Midwest Region,,
,,,,,,,,
Nebraska,28,"Total""""Taxes",T00,5103105,,Western Midwest Region,,
Nebraska,28,"Property""""Taxes",T01,123,,Western Midwest Region,,
Nebraska,28,"Sales""""and""""Gross""""Receipts""""Taxes",TA1,2407514,,Western Midwest Region,,
Nebraska,28,"General""""Sales""""and""""Gross""""Receipts""""Taxes",T09,1835037,,Western Midwest Region,,
Nebraska,28,"Selective""""Sales""""and""""Gross""""Receipts""""Taxes",TA2,572477,,Western Midwest Region,,
Nebraska,28,"Alcoholic""""Beverages""""Sales""""Tax",T10,30911,,Western Midwest Region,,
Nebraska,28,"Amusements""""Sales""""Tax",T11,5780,,Western Midwest Region,,
Nebraska,28,"Insurance""""Premiums""""Sales""""Tax",T12,54350,,Western Midwest Region,,
Nebraska,28,"Motor""""Fuels""""Sales""""Tax",T13,354234,,Western Midwest Region,,
Nebraska,28,"Pari-mutuels""""Sales""""Tax",T14,154,,Western Midwest Region,,
Nebraska,28,"Public""""Utilities""""Sales""""Tax",T15,44297,,Western Midwest Region,,
Nebraska,28,"Tobacco""""Products""""Sales""""Tax",T16,56954,,Western Midwest Region,,
Nebraska,28,"Other""""Selective""""Sales""""and""""Gross""""Receipts""""Taxes",T19,25797,,Western Midwest Region,,
Nebraska,28,"License""""Taxes",TA3,182791,,Western Midwest Region,,
Nebraska,28,"Alcoholic""""Beverages""""License",T20,715,,Western Midwest Region,,
Nebraska,28,"Amusements""""License",T21,534,,Western Midwest Region,,
Nebraska,28,"Corporations""""in""""General""""License",T22,6260,,Western Midwest Region,,
Nebraska,28,"Hunting""""and""""Fishing""""License",T23,15861,,Western Midwest Region,,
Nebraska,28,"Motor""""Vehicle""""License",T24,110538,,Western Midwest Region,,
Nebraska,28,Motor Vehicle Operators License,T25,10975,,Western Midwest Region,,
Nebraska,28,Public Utilities License,T27,X,,Western Midwest Region,,
Nebraska,28,"Occupation and Business License, NEC",T28,36916,,Western Midwest Region,,
Nebraska,28,Other License Taxes,T29,992,,Western Midwest Region,,
Nebraska,28,Income Taxes,TA4,2492926,,Western Midwest Region,,
Nebraska,28,Individual Income Taxes,T40,2228486,,Western Midwest Region,,
Nebraska,28,Corporations Net Income Taxes,T41,264440,,Western Midwest Region,,
Nebraska,28,Other Taxes,TA5,19751,,Western Midwest Region,,
Nebraska,28,Death and Gift Taxes,T50,X,,Western Midwest Region,,
Nebraska,28,Documentarty and Stock Transfer Taxes,T51,16462,,Western Midwest Region,,
Nebraska,28,Severance Taxes,T53,3289,,Western Midwest Region,,
Nebraska,28,"Taxes, NEC",T99,0,,Western Midwest Region,,
Nebraska,28,,,,Pop 1917575,Western Midwest Region,,
,,,,,,,,
North Dakota,35,Total Taxes,T00,3465326,,Western Midwest Region,,
North Dakota,35,Property Taxes,T01,4401,,Western Midwest Region,,
North Dakota,35,Sales and Gross Receipts Taxes,TA1,1349428,,Western Midwest Region,,
North Dakota,35,General Sales and Gross Receipts Taxes,T09,872176,,Western Midwest Region,,
North Dakota,35,Selective Sales and Gross Receipts Taxes,TA2,477252,,Western Midwest Region,,
North Dakota,35,Alcoholic Beverages Sales Tax,T10,8872,,Western Midwest Region,,
North Dakota,35,Amusements Sales Tax,T11,3161,,Western Midwest Region,,
North Dakota,35,Insurance Premiums Sales Tax,T12,63558,,Western Midwest Region,,
North Dakota,35,Motor Fuels Sales Tax,T13,189718,,Western Midwest Region,,
North Dakota,35,Pari-mutuels Sales Tax,T14,1728,,Western Midwest Region,,
North Dakota,35,Public Utilities Sales Tax,T15,46595,,Western Midwest Region,,
North Dakota,35,Tobacco Products Sales Tax,T16,28977,,Western Midwest Region,,
North Dakota,35,Other Selective Sales and Gross Receipts Taxes,T19,134643,,Western Midwest Region,,
North Dakota,35,License Taxes,TA3,213985,,Western Midwest Region,,
North Dakota,35,Alcoholic Beverages License,T20,381,,Western Midwest Region,,
North Dakota,35,Amusements License,T21,1123,,Western Midwest Region,,
North Dakota,35,Corporations in General License,T22,X,,Western Midwest Region,,
North Dakota,35,Hunting and Fishing License,T23,18370,,Western Midwest Region,,
North Dakota,35,Motor Vehicle License,T24,119853,,Western Midwest Region,,
North Dakota,35,Motor Vehicle Operators License,T25,4101,,Western Midwest Region,,
North Dakota,35,Public Utilities License,T27,5,,Western Midwest Region,,
North Dakota,35,"Occupation and Business License, NEC",T28,70152,,Western Midwest Region,,
North Dakota,35,Other License Taxes,T29,0,,Western Midwest Region,,
North Dakota,35,Income Taxes,TA4,380378,,Western Midwest Region,,
North Dakota,35,Individual Income Taxes,T40,319507,,Western Midwest Region,,
North Dakota,35,Corporations Net Income Taxes,T41,60871,,Western Midwest Region,,
North Dakota,35,Other Taxes,TA5,1517134,,Western Midwest Region,,
North Dakota,35,Death and Gift Taxes,T50,X,,Western Midwest Region,,
North Dakota,35,Documentarty and Stock Transfer Taxes,T51,X,,Western Midwest Region,,
North Dakota,35,Severance Taxes,T53,1517134,,Western Midwest Region,,
North Dakota,35,"Taxes, NEC",T99,0,,Western Midwest Region,,
North Dakota,35,,,,Pop 755176,Western Midwest Region,,
,,,,,,,,
South Dakota,42,Total Taxes,T00,1828426,,Western Midwest Region,,
South Dakota,42,Property Taxes,T01,X,,Western Midwest Region,,
South Dakota,42,Sales and Gross Receipts Taxes,TA1,1517856,,Western Midwest Region,,
South Dakota,42,General Sales and Gross Receipts Taxes,T09,1065361,,Western Midwest Region,,
South Dakota,42,Selective Sales and Gross Receipts Taxes,TA2,452495,,Western Midwest Region,,
South Dakota,42,Alcoholic Beverages Sales Tax,T10,16933,,Western Midwest Region,,
South Dakota,42,Amusements Sales Tax,T11,8853,,Western Midwest Region,,
South Dakota,42,Insurance Premiums Sales Tax,T12,66496,,Western Midwest Region,,
South Dakota,42,Motor Fuels Sales Tax,T13,189133,,Western Midwest Region,,
South Dakota,42,Pari-mutuels Sales Tax,T14,319,,Western Midwest Region,,
South Dakota,42,Public Utilities Sales Tax,T15,3103,,Western Midwest Region,,
South Dakota,42,Tobacco Products Sales Tax,T16,61809,,Western Midwest Region,,
South Dakota,42,Other Selective Sales and Gross Receipts Taxes,T19,105849,,Western Midwest Region,,
South Dakota,42,License Taxes,TA3,269481,,Western Midwest Region,,
South Dakota,42,Alcoholic Beverages License,T20,1166,,Western Midwest Region,,
South Dakota,42,Amusements License,T21,6573,,Western Midwest Region,,
South Dakota,42,Corporations in General License,T22,5049,,Western Midwest Region,,
South Dakota,42,Hunting and Fishing License,T23,29866,,Western Midwest Region,,
South Dakota,42,Motor Vehicle License,T24,82947,,Western Midwest Region,,
South Dakota,42,Motor Vehicle Operators License,T25,5410,,Western Midwest Region,,
South Dakota,42,Public Utilities License,T27,X,,Western Midwest Region,,
South Dakota,42,"Occupation and Business License, NEC",T28,114821,,Western Midwest Region,,
South Dakota,42,Other License Taxes,T29,23649,,Western Midwest Region,,
South Dakota,42,Income Taxes,TA4,30728,,Western Midwest Region,,
South Dakota,42,Individual Income Taxes,T40,X,,Western Midwest Region,,
South Dakota,42,Corporations Net Income Taxes,T41,30728,,Western Midwest Region,,
South Dakota,42,Other Taxes,TA5,10361,,Western Midwest Region,,
South Dakota,42,Death and Gift Taxes,T50,X,,Western Midwest Region,,
South Dakota,42,Documentarty and Stock Transfer Taxes,T51,185,,Western Midwest Region,,
South Dakota,42,Severance Taxes,T53,10176,,Western Midwest Region,,
South Dakota,42,"Taxes, NEC",T99,0,,Western Midwest Region,,
South Dakota,42,,,,Pop 873286,Western Midwest Region,,
,,,,,,,,
Southern Atlantic Region,,,,,,,,
,,,,,,,,
Delaware,8,Total Taxes,T00,3589030,,Southern Atlantic Region,,
Delaware,8,Property Taxes,T01,X,,Southern Atlantic Region,,
Delaware,8,Sales and Gross Receipts Taxes,TA1,556490,,Southern Atlantic Region,,
Delaware,8,General Sales and Gross Receipts Taxes,T09,X,,Southern Atlantic Region,,
Delaware,8,Selective Sales and Gross Receipts Taxes,TA2,556490,,Southern Atlantic Region,,
Delaware,8,Alcoholic Beverages Sales Tax,T10,20577,,Southern Atlantic Region,,
Delaware,8,Amusements Sales Tax,T11,X,,Southern Atlantic Region,,
Delaware,8,Insurance Premiums Sales Tax,T12,100144,,Southern Atlantic Region,,
Delaware,8,Motor Fuels Sales Tax,T13,129487,,Southern Atlantic Region,,
Delaware,8,Pari-mutuels Sales Tax,T14,63,,Southern Atlantic Region,,
Delaware,8,Public Utilities Sales Tax,T15,53798,,Southern Atlantic Region,,
Delaware,8,Tobacco Products Sales Tax,T16,112349,,Southern Atlantic Region,,
Delaware,8,Other Selective Sales and Gross Receipts Taxes,T19,140072,,Southern Atlantic Region,,
Delaware,8,License Taxes,TA3,1503208,,Southern Atlantic Region,,
Delaware,8,Alcoholic Beverages License,T20,2034,,Southern Atlantic Region,,
Delaware,8,Amusements License,T21,312,,Southern Atlantic Region,,
Delaware,8,Corporations in General License,T22,1304919,,Southern Atlantic Region,,
